type,province,city,area,name,lng,lat,street_id,telephone
麻辣烫,湖南省,长沙市,芙蓉区,蛮有味麻辣烫,113.025702,28.208574,无数据,无数据
麻辣烫,湖南省,长沙市,雨花区,巧膳麻辣烫,113.014899,28.188955,cb6fae612b4fd5a8f4b916f6,18674394320
麻辣烫,湖南省,长沙市,芙蓉区,萃华苑食街(通程国际店),113.004187,28.194906,bb0c47193a1ab16c28201aca,无数据
麻辣烫,湖南省,长沙市,芙蓉区,益阳麻辣烫,113.023962,28.196033,无数据,13667387757
麻辣烫,湖南省,长沙市,雨花区,麻辣演义川蜀老味麻辣烫,113.011855,28.188092,80b3767dad0d09fc1b11d59f,无数据
麻辣烫,湖南省,长沙市,芙蓉区,重庆麻辣烫(金苹果店),113.01491,28.195261,无数据,无数据
麻辣烫,湖南省,长沙市,芙蓉区,蜀宗签味串串香(远大一路店),113.025186,28.2037,无数据,17608487588
麻辣烫,湖南省,长沙市,芙蓉区,巴渝捞烫尖叫麻辣烫,113.030133,28.213547,无数据,15874243581
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(袁家岭店),113.004188,28.19967,无数据,18112875165
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(德政园店),113.02638,28.194981,无数据,"18650921067,18570601870"
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃黄焖鸡米饭,113.019685,28.204,8649514d19a6ba44c2f1cf0a,0731-89837455
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(人民中路店),113.002756,28.191771,01ec8d20fc32736549fc8d0d,"15575992752,15211056661"
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(东方摩卡店),113.028943,28.203165,无数据,18259889825
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃黄焖鸡米饭,113.013292,28.19274,f2f02bce45cc897e28d7ab6d,13774609396
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(东二环店),113.02564,28.206481,无数据,18274818370
沙县小吃,湖南省,长沙市,芙蓉区,金典沙县小吃,113.01845,28.206023,无数据,无数据
沙县小吃,湖南省,长沙市,雨花区,沙县小吃(东进路),113.025946,28.187967,无数据,无数据
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(解放中路店),113.002863,28.196282,无数据,无数据
沙县小吃,湖南省,长沙市,雨花区,沙县小吃集团长沙公司,113.025938,28.188082,b1188d06629c55e917c8f6cb,无数据
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(湘华大厦西南),113.018725,28.204022,无数据,无数据
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(锦泰商务大厦南),113.024638,28.196933,无数据,无数据
沙县小吃,湖南省,长沙市,雨花区,沙县小吃(人民路店),113.009108,28.190873,无数据,无数据
麻辣烫,湖南省,长沙市,芙蓉区,爱尚疯狂双骨瓦罐麻辣烫,113.03919,28.212008,无数据,18229868223
麻辣烫,湖南省,长沙市,芙蓉区,姥娘麻辣烫(高岭店),113.047603,28.196326,无数据,无数据
麻辣烫,湖南省,长沙市,芙蓉区,统桶发卤粉王(惠泽园店),113.031869,28.201495,无数据,无数据
麻辣烫,湖南省,长沙市,芙蓉区,回头客骨汤麻辣烫,113.046866,28.201881,无数据,13928821683
麻辣烫,湖南省,长沙市,芙蓉区,食尚骨汤麻辣烫,113.042442,28.196569,无数据,无数据
麻辣烫,湖南省,长沙市,芙蓉区,攀成钢小郡肝串串香,113.043214,28.194372,无数据,无数据
麻辣烫,湖南省,长沙市,芙蓉区,四川冒菜,113.031277,28.194426,c29a7b06dc5f798fe0110346,18274961293
麻辣烫,湖南省,长沙市,芙蓉区,非凡海鲜麻辣烫,113.041454,28.196865,无数据,无数据
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(金科佳苑店),113.04588,28.202314,e72243d8db6887b79868b471,18974835255
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(东郡店),113.037707,28.194111,e1ebed71ee97a3d1a2a9345e,"18890358301,15959834042"
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(好润佳购物中心东南),113.038387,28.207078,无数据,"15960958122,13508497516"
沙县小吃,湖南省,长沙市,雨花区,沙县小吃(嘉雨路店),113.040573,28.187644,c5dec04fb7fe161500ff2d83,15802595788
沙县小吃,湖南省,长沙市,雨花区,沙县小吃(花桥小区西北),113.053828,28.189064,无数据,15859053983
沙县小吃,湖南省,长沙市,雨花区,沙县小吃(双水湾嘉园店),113.053199,28.191854,55368df7b590b3e6e9f85312,无数据
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(百衲广场店),113.036507,28.201097,无数据,13875983793
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(西龙苑店),113.056767,28.214398,无数据,13509317609
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(嘉雨路店),113.041351,28.209906,无数据,无数据
沙县小吃,湖南省,长沙市,芙蓉区,沙县小吃(万家丽店),113.035038,28.198021,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,周记麻辣烫(裕民小区店),112.939265,28.220828,3f5979875d2bec73b04c49d2,18627597282
麻辣烫,湖南省,长沙市,岳麓区,正宗重庆麻辣烫(欣欣新村店),112.919731,28.217191,0c7679ab10d3a07e0f0a7072,18774985179
麻辣烫,湖南省,长沙市,岳麓区,老益阳麻辣烫(咸嘉店),112.929105,28.228051,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,食尚骨汤麻辣烫(西站店),112.918304,28.219229,8f69253c24ec135c88fc0622,13142275969
麻辣烫,湖南省,长沙市,岳麓区,老益阳麻辣烫,112.918927,28.219355,a407078d056e40598bdb7316,无数据
麻辣烫,湖南省,长沙市,岳麓区,谢大姐麻辣烫,112.917488,28.219997,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,陈记麻辣烫,112.915159,28.21871,ca688dacb48091f66c476045,15898464928
麻辣烫,湖南省,长沙市,岳麓区,蛮有味麻辣烫,112.919486,28.217944,ae6a3e1ecffebe01ff0eb0cb,无数据
麻辣烫,湖南省,长沙市,岳麓区,小镇来客麻辣烫(商学院店),112.928402,28.223713,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,香锅里辣麻辣烫,112.913288,28.223327,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,老香麻辣烫,112.923694,28.221974,5a012c38d43bc173028972d9,15675846089
麻辣烫,湖南省,长沙市,岳麓区,放放麻辣烫,112.928886,28.221025,无数据,"15873135986,15874190486"
麻辣烫,湖南省,长沙市,岳麓区,武汉鸭霸王麻辣烫,112.936119,28.215509,无数据,18670309232
麻辣烫,湖南省,长沙市,岳麓区,正宗油炸麻辣烫,112.929127,28.2169,d33e12faee6d36ed99005043,无数据
麻辣烫,湖南省,长沙市,岳麓区,益阳六元麻辣烫,112.927441,28.224063,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,小吃货自助麻辣烫,112.918295,28.218941,e3868f211ad7bb1b1e580038,17752861556
沙县小吃,湖南省,长沙市,岳麓区,沙县小吃(星语林店),112.933561,28.219162,62c6d35b6d259330c8213d02,"18960595068,13142205680"
沙县小吃,湖南省,长沙市,岳麓区,沙县小吃(溪口1号店),112.913162,28.237708,06211ef2736185c51b11d585,无数据
沙县小吃,湖南省,长沙市,岳麓区,沙县小吃,112.927563,28.224734,无数据,无数据
沙县小吃,湖南省,长沙市,岳麓区,正宗沙县小吃(含光路店),112.933373,28.242985,7419d9694dfddb4d2cb96d8a,无数据
沙县小吃,湖南省,长沙市,岳麓区,沙县小吃(西站店),112.916998,28.220121,无数据,15580911291
沙县小吃,湖南省,长沙市,岳麓区,正宗沙县小吃,112.929152,28.233941,5f527ee879bcf9c6ab175a09,18658128552
沙县小吃,湖南省,长沙市,岳麓区,沙县小吃(咸嘉湖西路),112.922424,28.220275,0fe3fe11cf2bcc8b79dbd272,无数据
沙县小吃,湖南省,长沙市,岳麓区,老北京炸酱面沙县小吃(时代城店),112.914115,28.225436,b81385bae553fbbc704b8747,无数据
沙县小吃,湖南省,长沙市,岳麓区,沙县小吃,112.916047,28.216993,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,汤立方骨汤麻辣烫,112.960867,28.230678,无数据,18008419107
麻辣烫,湖南省,长沙市,岳麓区,情缘麻辣烫,112.963274,28.220133,577a05d1fd52027fcb213d10,18075124967
麻辣烫,湖南省,长沙市,岳麓区,新派麻辣烫(观沙岭店),112.957453,28.24204,无数据,18273139008
麻辣烫,湖南省,长沙市,岳麓区,逗b麻辣烫,112.955925,28.234966,无数据,15674822896
麻辣烫,湖南省,长沙市,岳麓区,大骨麻辣烫,112.960397,28.234097,无数据,15367864768
麻辣烫,湖南省,长沙市,岳麓区,胡记蓉城串串香火锅(枫林绿洲店),112.95307,28.239132,无数据,15399977290
麻辣烫,湖南省,长沙市,岳麓区,麻辣烫桂林卤粉,112.946947,28.228146,82f9125db1b7a0ad7ec8767c,17363614708
麻辣烫,湖南省,长沙市,岳麓区,胡记蓉城串串香(金星店),112.942263,28.22534,7550e1ac4c54203e0a5cb31a,18874740830
麻辣烫,湖南省,长沙市,岳麓区,蓉城串串香火锅,112.942143,28.225448,7a937b626d438e9025d2bbaa,无数据
麻辣烫,湖南省,长沙市,岳麓区,望今宵,112.954128,28.234434,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,蜀宗签味串串香,112.961109,28.219305,无数据,无数据
沙县小吃,湖南省,长沙市,岳麓区,福建沙县小吃,112.95426,28.235494,0908da5cd0d2e4796140a99a,18359077600
沙县小吃,湖南省,长沙市,岳麓区,沙县小吃,112.967272,28.22836,无数据,17759856650
麻辣烫,湖南省,长沙市,开福区,传味麻辣烫(华夏店),112.989551,28.230402,1d065e521d43e48d08ccdd3f,13762704549
麻辣烫,湖南省,长沙市,开福区,烫吖吖麻辣烫(观园店),112.998433,28.219661,95e171f1fed840ea3a04b125,"15367835626,18507314068"
麻辣烫,湖南省,长沙市,开福区,爱烫吧骨汤麻辣烫(留芳巷店),112.988957,28.215732,无数据,15273744430
麻辣烫,湖南省,长沙市,开福区,食三姨麻辣烫(华创店),112.995024,28.229672,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,绝味麻辣烫(新河店),112.990249,28.232913,9767275c02601745c91b95db,"(0731)62402816,(0731)82442816"
麻辣烫,湖南省,长沙市,开福区,姥娘麻辣烫,112.998398,28.219703,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,觅姐麻辣烫,112.993705,28.236324,无数据,15116308713
麻辣烫,湖南省,长沙市,开福区,益阳麻辣烫,112.99578,28.232692,0a633a6a96e290102fe67bfa,"13487587183,18569594915"
麻辣烫,湖南省,长沙市,开福区,川味麻辣烫,112.994271,28.239659,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,黄记麻辣烫(东风路店),112.999126,28.221828,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,下一栈私房串串香(伍家岭总店),112.994414,28.231811,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,小郡肝串串香火锅,112.980243,28.215135,99acc6205c113a929ff779da,15873155900
麻辣烫,湖南省,长沙市,开福区,李嘉嘉串串香火锅(华创店),112.995027,28.230213,无数据,(0731)85411377
麻辣烫,湖南省,长沙市,开福区,彭氏酱香饼麻辣烫,112.989262,28.227747,无数据,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(湘雅路店),112.991246,28.21909,无数据,(0731)82461943
沙县小吃,湖南省,长沙市,开福区,沙县小吃(留芳岭巷),112.992287,28.21555,无数据,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(平沙路),112.98684,28.2423,3a9e3832d17556900c0a70a0,15159106092
沙县小吃,湖南省,长沙市,开福区,福建沙县小吃(凯乐国际店),112.982893,28.225051,dffd4918b1ffec61c71e51b5,15259832137
沙县小吃,湖南省,长沙市,开福区,沙县小吃(北辰三角洲奥城D2西),112.985245,28.239859,无数据,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃,112.988134,28.239269,d1e909c9c999e578ca09f0c8,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(观园店),112.9984,28.219637,862b74eb6ee2b3b5aeb22a1b,13908474063
麻辣烫,湖南省,长沙市,开福区,烫吖吖麻辣烫(金帆店),113.02065,28.237517,无数据,13327275639
麻辣烫,湖南省,长沙市,开福区,刘姐麻辣烫,113.007415,28.22598,无数据,15576615521
麻辣烫,湖南省,长沙市,开福区,一品麻辣烫(浏河村巷),113.008661,28.225733,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,背锅侠串串香火锅,113.013293,28.238818,d4baf312cb91523e4054d76a,(0731)84312356
麻辣烫,湖南省,长沙市,开福区,姥娘麻辣烫(德雅店),113.008352,28.226163,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,辣么疯狂双骨瓦罐麻辣烫(商贸城路店),113.015457,28.240135,无数据,13016163317
麻辣烫,湖南省,长沙市,开福区,冒冒哒冒菜,113.017596,28.239132,820cc7c33e5d2371d518b733,无数据
麻辣烫,湖南省,长沙市,开福区,左麻右辣特色小吃,113.013615,28.234288,23f42829a6609a800f0e6b4b,13467569626
麻辣烫,湖南省,长沙市,开福区,辣多辣麻辣烫,113.016333,28.242858,无数据,18774961185
麻辣烫,湖南省,长沙市,开福区,品粤烧鹅骨汤麻辣烫,113.014536,28.24406,无数据,15874134418
沙县小吃,湖南省,长沙市,开福区,沙县小吃,113.008425,28.236657,547141e6916a870c1894c6d7,无数据
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃(旧货市场店),113.014365,28.235731,184fbd370f3f11f683288a94,18229758869
沙县小吃,湖南省,长沙市,开福区,福建沙县小吃,113.022783,28.243364,084d842842d3072378f796eb,无数据
沙县小吃,湖南省,长沙市,芙蓉区,福建沙县小吃(火炬村店),113.022553,28.220483,f91f5768b3f489d1ed74f8a2,15074808295
沙县小吃,湖南省,长沙市,开福区,沙县小吃(万富汇店),113.024682,28.243743,无数据,17352816525
沙县小吃,湖南省,长沙市,开福区,沙县小吃(科大店),113.007356,28.226187,bb0e0036f25834bd2806cedc,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(金土地·第一湾西北),113.011175,28.243899,487cf2bd8437b9f7f02d839a,无数据
麻辣烫,湖南省,长沙市,开福区,思益味麻辣烫(马栏山店),113.05147,28.238083,无数据,18073066829
麻辣烫,湖南省,长沙市,开福区,我家冒菜(马栏山),113.051926,28.237653,无数据,13925814309
沙县小吃,湖南省,长沙市,开福区,沙县小吃(广电店),113.049189,28.243144,e75dbf20b73773ad9d9d68d5,无数据
麻辣烫,湖南省,长沙市,岳麓区,爱烫吧骨汤麻辣烫,112.941427,28.252553,无数据,13739058799
麻辣烫,湖南省,长沙市,岳麓区,觅姐麻辣烫(八方店),112.949827,28.24854,无数据,15139786468
麻辣烫,湖南省,长沙市,岳麓区,牛溜妞麻辣烫,112.95493,28.257509,无数据,无数据
麻辣烫,湖南省,长沙市,岳麓区,恋上麻辣烫·奶茶,112.949647,28.248512,5730175b287f1bb01894c666,13574173907
麻辣烫,湖南省,长沙市,岳麓区,重庆小面(串串香),112.958994,28.250477,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,张亮麻辣烫(世纪城店),112.985141,28.272072,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,食三姨麻辣烫(世纪金源店),112.985802,28.257443,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,黄金麻辣烫,112.986848,28.262202,cc7d4660bb0238a9a1a9349d,无数据
麻辣烫,湖南省,长沙市,开福区,麻辣烫,112.990285,28.253559,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,老地方旋转自助麻辣烫,112.987771,28.262623,4fbb2095901f4017a8059ddd,15675166367
沙县小吃,湖南省,长沙市,开福区,沙县小吃(江湾路店),112.985066,28.266559,无数据,15580932799
沙县小吃,湖南省,长沙市,开福区,沙县小吃(7号重建地店),112.987279,28.263732,586652d599dc7c8a4e2fdfef,13341312550
沙县小吃,湖南省,长沙市,开福区,福建沙县小吃(和平花园东),112.989468,28.274194,905931d6b652f1d7dbeced00,无数据
麻辣烫,湖南省,长沙市,开福区,鸭霸王麻辣烫,113.002116,28.261616,64a6b044aed29331c356ac45,(0731)82763969
麻辣烫,湖南省,长沙市,开福区,杨振东麻辣烫(长大店),113.030291,28.247954,无数据,13237418884
麻辣烫,湖南省,长沙市,开福区,大骨麻辣烫(万国城店),113.005962,28.26279,ad9bf59d4fef6b15f7231045,15111319304
麻辣烫,湖南省,长沙市,开福区,细屋里老益阳麻辣烫(长大店),113.030297,28.247947,无数据,"18075137731,15111481583"
沙县小吃,湖南省,长沙市,开福区,沙县小吃,113.020185,28.258877,19ece7521032e521f21937c3,无数据
麻辣烫,湖南省,长沙市,长沙县,益思味麻辣烫,113.060241,28.268658,无数据,17680318251
麻辣烫,湖南省,长沙市,开福区,觅姐麻辣烫,113.044984,28.25,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,正宗重庆麻辣烫(长沙大学店),113.04237,28.248798,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,好再来麻辣烫(洪西店),113.046146,28.250624,无数据,13924816779
麻辣烫,湖南省,长沙市,长沙县,小转火锅麻辣烫,113.057327,28.271913,无数据,15211103836
沙县小吃,湖南省,长沙市,长沙县,沙县小吃(龙塘店),113.060014,28.269485,0c30173362e86b6e76e5b613,"13874886746,18774897180"
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃(洪西店),113.046598,28.249381,211beb1133ad34b2ea12e448,"18605980092,18659854239"
麻辣烫,湖南省,长沙市,望城区,老益阳麻辣烫(罐子岭店),112.920922,28.302885,无数据,13973192693
麻辣烫,湖南省,长沙市,望城区,爱烫吧麻辣烫(恒大店),112.915292,28.300688,无数据,18975135632
麻辣烫,湖南省,长沙市,望城区,余记重庆麻辣烫,112.929273,28.286784,无数据,15697482113
麻辣烫,湖南省,长沙市,望城区,正宗益阳麻辣烫,112.911952,28.30151,bdaff1ee9f905782593ac897,15855087653
麻辣烫,湖南省,长沙市,望城区,李记麻辣烫,112.91986,28.303312,无数据,"18773731227,15974203827"
沙县小吃,湖南省,长沙市,望城区,沙县小吃,112.919733,28.287157,bbab7cb53277b857ea56fa72,无数据
沙县小吃,湖南省,长沙市,望城区,福建沙县小吃(普瑞大道),112.922201,28.302092,7484d571ebf23abe5fbe866f,无数据
沙县小吃,湖南省,长沙市,望城区,沙县小吃(金星北路),112.926037,28.288974,无数据,13799122958
沙县小吃,湖南省,长沙市,望城区,沙县小吃,112.936418,28.286577,无数据,18859805983
沙县小吃,湖南省,长沙市,望城区,沙县小吃,112.933857,28.303761,无数据,无数据
沙县小吃,湖南省,长沙市,望城区,林记沙县小吃,112.952379,28.277205,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,川香麻辣烫,112.984016,28.282642,bf867bf750cb1e158836eeb6,无数据
麻辣烫,湖南省,长沙市,开福区,好呷麻辣烫,112.982216,28.282965,无数据,无数据
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃,112.971046,28.295099,994a19c73b16cef4102935ff,15959849229
沙县小吃,湖南省,长沙市,开福区,沙县小吃,113.005352,28.299464,2b5f8df810e883f3a3a93442,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(绿地海外滩店),112.952199,28.316383,5f11e009199ed0416318091d,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃,112.949104,28.330203,234cbcfe08f9f1fff4eafc61,无数据
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃,112.945465,28.327705,39dfcc08aebcbf7e26d2bb67,无数据
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃(鹅羊山小区店),112.964021,28.313478,416494341687e5befa2d6183,无数据
麻辣烫,湖南省,长沙市,开福区,益阳麻辣烫(周南中学店),112.974034,28.311301,无数据,13308498045
沙县小吃,湖南省,长沙市,开福区,沙县小吃老北京炸酱面,113.005293,28.308318,a8b7d1b2f32f515eacee7a7c,无数据
麻辣烫,湖南省,长沙市,开福区,益阳麻辣烫,112.956513,28.337057,fffa202884e6849e22022044,18673150037
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃,112.954287,28.335958,def816de536e892015a190fc,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃,112.975758,28.344108,6046785e80e54f3717c8f64d,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(沙坪店),113.027721,28.362183,无数据,无数据
